name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
Kiamuriuki Dispensary,MDhzZLi4TRb,12275,vGpXQ5hFNmS,Kiamuriuki Dispensary,,NA,NA,,POINT,"[37.59391,-0.37409]",,NA,NA,NA,NA
Kianjogu community unit,EaQIoaJcqMM,,l8hZrEbx16b,Kianjogu c.u,,NA,NA,,NONE,,,NA,NA,NA,NA
Ukasi Community Health Unit,fIokDDfzld9,701097,Hno26BY1FHK,Ukasi Community Health Unit,,NA,NA,,NONE,"[38.53425,-0.80473]",,NA,NA,NA,NA
Ivona Wayside Clinic,WiLq3ZTB8kR,15905,ceveVgwvcc7,Ivona Wayside Clinic,,NA,NA,,POINT,"[34.98853,0.73768]",,NA,NA,NA,NA
Huruma St Judes Medical Centre,mk19bE1MPxJ,,LlDgh96665K,Huruma St. Judes Medical Centre,,NA,NA,,POINT,"[36.87765,-1.26174]",,NA,NA,NA,NA
Bonyando Community Health Unit,UBzFGtNChXx,600078,fjQDkluQIse,Bonyando CHU,,NA,NA,,NONE,"[34.71222,-0.66678]",,NA,NA,NA,NA
Lina Medical Services,pJMTYt2h0jk,20406,raV5YKTRCG2,Lina Medical Services,Behind Nairobi Gospel Centre  Opp. Taj Mall Off Outering Road,NA,NA,Operational,POINT,"[36.89919,-1.31901]",,NA,NA,NA,NA
Sirikwa Community Health Unit,UpnOzccBOc0,701140,JS2VGtZFlyQ,Sirikwa,,NA,NA,,NONE,,,NA,NA,NA,NA
Holy Trinity Health Centre (Mai Mahiu),UZIrITrlw2Y,14550,l7oNy9qaqWe,Holy Trinity,,NA,NA,,POINT,"[36.49163,-0.88309]",,NA,NA,NA,NA
Southern Health Care,nh9clocohNJ,17390,ZWRytukDvQ7,Southern Health Care,,NA,NA,,POINT,"[36.82765,-1.31398]",,NA,NA,NA,NA
Kalimani Community Unit,ohY8ldbSO1Q,701180,jUWR9B4l4ze,Kalimani Community Unit,,NA,NA,,NONE,"[37.942860,-1.326975]",,NA,NA,NA,NA
Multi Media University Dispensary,hFFl8gIEROR,13018,oFPmL4TCoWb,MMU Dispensary,,NA,NA,,POINT,"[36.77079,-1.38183]",,NA,NA,NA,NA
National Youth Service Turbo Dispensary,UOKEv02h8eL,,F2TBdrJClsv,NYS Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kianjogu Community Unit,KJ0wdOddlId,,wuwDByjSR8s,Kianjogu CU,,NA,NA,,NONE,,,NA,NA,NA,NA
KOMAROCK MODERN HOSPITAL UTAWALA,MblJKmnBb5u,22352,rEwQxmUPoZE,KOMAROCK MODERN HOSPITAL UTAWALA,,NA,NA,,NONE,"[36.904333,-1.297644]",,NA,NA,NA,NA
SWOP CLINIC DONHOLM,R2rsYA67uem,22349,OaqOHmb6jNs,SWOP CLINIC DONHOLM,,NA,NA,,NONE,"[36.899085,-1.292826]",,NA,NA,NA,NA
Thonoa Commmunity Health Unit,U4fNU2tKMBK,701051,wW1Dk31v6BI,Thonoa Commmunity Health Unit,,NA,NA,,NONE,"[38.012157,-0.76034]",,NA,NA,NA,NA
Lea Toto Clinic Kariobangi South,CZujy7aMz8a,13047,WJ020FJI9yB,Lea Toto Clinic Kariobangi South,,NA,NA,,POINT,"[36.8859,-1.26266]",,NA,NA,NA,NA
A.I.P.C.A Nakuru West Medical Centre,ZLWW4U0YIOu,22751,q6DoWWo1dCR,A.I.P.C.A Nakuru West Medical Centre,Githima Kaptembwa,NA,NA,Functional,NONE,"[36.0441033,-0.2839867]",,NA,NA,NA,NA
Mulimani Clinic,DLxhBHwfMk3,,WU8NRoTwaDK,Mulimani Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
The Karen Hospital,dU2BSQ7w7wU,13004,clyAqa9XVNp,The Karen Hospital,,NA,NA,,POINT,"[36.72589,-1.33687]",,NA,NA,NA,NA
Ciakathukuri Dispensary,E493oXXcwWa,20497,LlyKi6c8KbT,Ciakathukuri Dispensary,Dispensary,NA,NA,,POINT,"[37.76571,-0.50904]",,NA,NA,NA,NA
Githiriga Community Unit,lOb0RQIJeCI,701148,M2BkdXX873O,Githiriga,,NA,NA,,NONE,,,NA,NA,NA,NA
Kibera Ubuntu Afya Medical Centre,OSdOqtr9a9W,,tZfKaFDQcdW,KiberKibera Ubuntu Afya Medical Centre,,NA,NA,,NONE,,,NA,NA,NA,NA
St Charles Lwanga Health Centre,zjvUyYZscbf,15957,WU8NRoTwaDK,Koromaiti,,NA,NA,The facility was registered as a health centre in January 2011,POINT,"[34.88434,0.62801]",,NA,NA,NA,NA
Marakusi Dispensary,UXaT9AluT2B,16001,QDeZMYaTxpd,Marakusi Dispensary,,NA,NA,,POINT,"[34.9523,0.69844]",,NA,NA,NA,NA
Kigogo Dispensary,MBo4bDJ2ehj,12299,vGpXQ5hFNmS,Kigogo Dispensary,,NA,NA,,POINT,"[37.63155,-0.38721]",,NA,NA,NA,NA
Magenka Dispensary,CI9YUNiNvOM,12443,vGpXQ5hFNmS,Magenka Dispensary,,NA,NA,,POINT,"[37.66579,-0.42056]",,NA,NA,NA,NA
Giatuu Community Unit,i1y1mvHuLvl,,d69tynUHL9A,Giatuu CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kisama Community Health Unit,RCruvvfWb0r,701096,UwzYXDUJFGj,Kisama Community Health Unit,,NA,NA,,NONE,"[38.13924,-0.00688]",,NA,NA,NA,NA
Emmaus Nursing Home,eTyvnljzhoG,12936,Zmv9YmuisYs,Emmaus Nursing Home,,NA,NA,Operational,POINT,"[36.8912,-1.28031]",,NA,NA,NA,NA
Loco Dispensary,B9XQn7IBaMW,13051,oYFOeehTMK2,Loco Dispensary,,NA,NA,,POINT,"[36.87781,-1.27967]",,NA,NA,NA,NA
Kisii County,sPkRcDvhGWA,26,HfVjCurKxh2,Kisii County,,NA,NA,,POLYGON,"[[[[35.0117,-0.8857],[35.0169,-0.895],[34.6732,-0.9781],[34.6398,-0.9715],[34.6161,-0.9017],[34.6343,-0.6656],[34.6538,-0.6095],[34.6821,-0.6055],[34.7085,-0.5633],[34.8569,-0.5061],[34.8856,-0.616],[34.8388,-0.6011],[34.8277,-0.6178],[34.8519,-0.6394],[34.8454,-0.6576],[34.826,-0.6444],[34.8294,-0.6666],[34.7921,-0.6705],[34.794,-0.6912],[34.9447,-0.7763],[35.0117,-0.8857]]]]",,NA,NA,NA,NA
Ewaso Ngiro Dispensary,wsx3VZHUNTl,14484,MAdyJPs0RUr,Ewaso Ngiro Dispensary,,NA,NA,,POINT,"[35.8072,-1.10613]",,NA,NA,NA,NA
Huruma St Judes,QXiCRrVhPHe,,LlDgh96665K,hURUMA sT. Judes,,NA,NA,,NONE,,,NA,NA,NA,NA
Sunrise City medical Centre,P7OEbclfWtV,20504,tgAB60BL0u9,Sunrise City medical Centre,,NA,NA,,POINT,"[36.87645,-1.25657]",,NA,NA,NA,NA
The Zambezi Hospital Ltd,dk7SVdlm2n1,21281,ZWRytukDvQ7,The Zambezi Hospital Ltd,Along Ole Shapara Avenue,NA,NA,,NONE,,,NA,NA,NA,NA
Lugari Forest Dispensary,QwmMZVZSkRy,15964,QDeZMYaTxpd,Lugari Forest Dispensary,,NA,NA,,POINT,"[34.90693,0.66328]",,NA,NA,NA,NA
Kibiryokwonin Dispensary,OpaZHWAnkl2,17102,PS4XNPha7bO,Kibiryokwonin Dispensary,,NA,NA,,POINT,"[35.83048,0.75485]",,NA,NA,NA,NA
Reliable Medical Health Services,yY6yVoj2IC1,21107,Zmv9YmuisYs,Reliable Medical Health Services,Medical clinic,NA,NA,Operational,POINT,,,NA,NA,NA,NA
St Mary's Dispensary (Lugari),YcdzOTWj8p0,16139,ceveVgwvcc7,St Mary's Disp (Lugari),,NA,NA,,POINT,"[34.99994,0.7386]",,NA,NA,NA,NA
North Star Wellness Centre,teVXsmXLymF,,l7oNy9qaqWe,North Star Alliance,,NA,NA,A Mai mahiu Wellness centre,NONE,,,NA,NA,NA,NA
Gatiruri Dispensary,S9A8ILR4ER4,18453,LlyKi6c8KbT,Gatiruri dispensary,dispensary,NA,NA,this is a new dispensary opened on 1st jan 2013,POINT,"[37.6947,-0.51966]",,NA,NA,NA,NA
Materi Girls Dispensary,giloYiuyI3u,12481,rZ0Io1sU38M,Materi Girls Dispensary,,NA,NA,,POINT,"[37.812,-0.19102]",,NA,NA,NA,NA
Mowlem Diagnostic Medical Centre,CQBWuEw1aSM,20066,rZ0Io1sU38M,Mowlem Diagnostic Medical Centre,Medical clinic,NA,NA,,POINT,"[37.87688,-0.2428]",,NA,NA,NA,NA
Nkwego Dispensary,wdakR0Bw8ce,,vGpXQ5hFNmS,Nkwego Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Kaunes Medical Clinic,sAIlpyU9NCR,,UQd8QPTpVD0,Kaunes Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Ngandu Community Unit,NHk4UQWXS2u,,d69tynUHL9A,Ngandu CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Thiu Community Unit,pFbHZtmHajL,,rI6NzfdIMPz,Thiu CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Mwasuma Community Health Unit,Yt5zKCetHac,701093,Hk4RzoagEQy,Mwasuma Community Health Unit,,NA,NA,,NONE,"[38.24656,-0.77130]",,NA,NA,NA,NA
Kitheo Dispensary,OCir4GF9obS,12354,bYsajNCrCgY,Kitheo Dispensary,,NA,NA,,POINT,"[37.82409,0.15389]",,NA,NA,NA,NA
Marani District Hospital,AuletUO24bE,13772,BR5uAoEu5yV,Marani -level  4,,NA,NA,,POINT,"[34.79825,-0.57824]",,NA,NA,NA,NA
Kamara Ward,lkMaj1oAFk0,,QBwORnYdu0e,Kamara Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Meridian Equator Hospital,D1sJppq7GNI,13109,uPv6CYD6np2,Meridian Equator Hospital,,NA,NA,,POINT,"[36.82421,-1.30801]",,NA,NA,NA,NA
Mukuyu Dispensary,z9FKHisHLl1,16031,ceveVgwvcc7,Mukuyu Dispensary,,NA,NA,,POINT,"[34.95742,0.73333]",,NA,NA,NA,NA
Sirikwa Ward,aGRpaeG5ziX,,QBwORnYdu0e,Sirikwa Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Mulang'a Community Health Unit,xdUoJSnYRn9,701058,xwHc1kYGQny,Mulang'a Community Health Unit,,NA,NA,,NONE,"[38.10691,-1.00906]",,NA,NA,NA,NA
Maturu Dispensary,ilI3ROaTEuf,16009,nbaDAo4y7cH,Maturu Dispensary,,NA,NA,,POINT,"[34.86937,0.60774]",,NA,NA,NA,NA
Bukokholo Community Unit,M7Rl61zH86z,,IyKvH0rBqjM,Bukokholo Community  Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Butingo Dispensary,Tns72Eh3EfT,20043,soqBddsWHf5,Butingo Dispensary,,NA,NA,,POINT,"[34.63533,0.35586]",,NA,NA,NA,NA
Bushiri Health Centre,dI28kasf8Jj,15833,px3RqXi1FU6,Bushiri Health Centre,health centre,NA,NA,,POINT,"[34.7292,0.36613]",,NA,NA,NA,NA
Machakos Doctors' Plaza,gP56USU38B0,22080,bSXsHJ4bnCw,Machakos Doctors Plaza,Off Machakos Wote Road at ABC Plaza,NA,NA,,NONE,"[37.26526,-1.52510]",,NA,NA,NA,NA
Tulienge Community Unit,JggJWZtQEy5,700577,v7HmnYuvBcB,Tulienge Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Kikoshep Kenya (Mugumoini),SFJEt1VXzDS,13033,oFPmL4TCoWb,Kikoshep Mugumoini Disp,Medical Clinic,NA,NA,It has changed from CBO to NGO this year 2012,POINT,"[36.8171,-1.31645]",,NA,NA,NA,NA
Uwezo Healthcare HC,CsD951AcXpk,22010,ETN4UDiD5y5,Uwezo Healthcare HC,near kayole 1 county market along spine Rd,NA,NA,,NONE,,,NA,NA,NA,NA
Tena (PCEA) Clinic,rdevuIHtkeW,13236,Zmv9YmuisYs,Tena PCEA Clinic,,NA,NA,Operational,POINT,"[36.88967,-1.29227]",,NA,NA,NA,NA
Selina's Health Care,VDo8ueN5MiE,22855,YMBLUc2euxC,Selina's Health Care,,NA,NA,,NONE,"[36.88433833,-1.252606]",,NA,NA,NA,NA
Kanyangi Dispensary,mmS0wi5panM,,LlyKi6c8KbT,Kanyangi Dispensary,Dispensary,NA,NA,,POINT,,,NA,NA,NA,NA
Rukindu Dispensary,q6yR4FdH5sb,00.3767931  E032743,UQd8QPTpVD0,Rukindu Dispensary,rukindu kaanwa route,NA,NA,OPERATIONAL,NONE,,,NA,NA,NA,NA
Kiria Community Unit,Yx07rOnRp86,,rI6NzfdIMPz,Kiria CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kamenu ward,A7a1GZJvTGD,,YZAZ1a9MIvX,kamenu ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Mithikwani Community Health Unit,OcrjX6NXtgh,701187,ChDsrcDutpF,Mithikwani CHU,,NA,NA,,POINT,"[37.855545,-1.294620]",,NA,NA,NA,NA
Vitengeni CU,whSfjn3LU5f,,u6txfT5EKDc,Vitengeni CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Kaembeni CU,J4W7MwLOtVS,,hmLJq0fpP3B,Kaembeni CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Avenue Health Care Embakasi,aRaEsl6oN5L,22562,Nt7PPe0Vdou,Avenue Health Care Embakasi,,NA,NA,,NONE,"[36.898761,-1.313233]",,NA,NA,NA,NA
Withare Dispensary,by4cao7Jzol,17889,pxHH7AAkfR6,Withare Dispensary,,NA,NA,,POINT,"[36.76578,-0.05027]",,NA,NA,NA,NA
Limoro Dispensary,SiM1yeeCfGd,12429,UE0iLMx0uAU,Limoro Dispensary,,NA,NA,,POINT,"[37.72568,0.23037]",,NA,NA,NA,NA
Dsc Karen Dispensary (Armed Forces),JzuRNGRkZMJ,13099,clyAqa9XVNp,DSC Karen Disp (MOH),,NA,NA,,POINT,"[36.69659,-1.32521]",,NA,NA,NA,NA
Lwandeti Dispensary,jUfObe1gBho,15981,nbaDAo4y7cH,Lwandeti Dispensary,,NA,NA,,POINT,"[34.82932,0.60574]",,NA,NA,NA,NA
Ndeya Medical Clinic Magut,lOr31ncb7j7,21778,WU8NRoTwaDK,Ndeya Medical Clinic Magut,A private owned out patient Clinic.,NA,NA,,NONE,,,NA,NA,NA,NA
Pona Medical Clinic,PB5uVruV5Fk,17851,p8bUOZBUz0i,Pona Medical Clinic,Private Medical Clinic,NA,NA,,POINT,"[34.49015,0.20588]",,NA,NA,NA,NA
African Divine Church-Org.,rHLBktmIJak,,tsmsPb6qMFa,African Divine Church-Org.,,NA,NA,,NONE,,,NA,NA,NA,NA
Medicare Clinic,kiSV5dgLWof,13083,KJHG9zDp2UR,Medicare Clinic,,NA,NA,,POINT,"[36.821,-1.2852]",,NA,NA,NA,NA
Kiptororo Ward,ZHKOkipqYxf,,QBwORnYdu0e,Kiptororo Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Kiamaina Ward,wgKfulEq1ZH,,nwh9bXKykiS,Kiamaina Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
St Monica Medical Clinic (Dundori),kEJTDWFnoZd,15659,uojD9lkbubw,St Monica MC (Dundori),,NA,NA,,POINT,"[36.1655,-0.28159]",,NA,NA,NA,NA
Ematiha Dispensary,FGkaUMhNlgb,16867,px3RqXi1FU6,Ematihia Dispensary,dispensary,NA,NA,,POINT,"[34.76605,0.36153]",,NA,NA,NA,NA
Sosoma/Mwanzele Community Health Unit,ZRQ2izPgaZF,701091,Hno26BY1FHK,Sosoma/Mwanzele Community Health Unit,,NA,NA,,NONE,"[38.55184,-0.86087]",,NA,NA,NA,NA
Matumbei  Ward,ds38yFIWSBY,,PsjxYLsJSIp,Matumbei  Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Healthway Medical Clinic,iN5SsRz5F8X,14544,pp24Rb9gQ9W,Healthway Medical Clinic,,NA,NA,,POINT,"[36.7523,-1.38778]",,NA,NA,NA,NA
Oloolua Ward,lOwKD7xB3OE,,xvmwT1IuPuK,Oloolua Ward,,NA,NA,,NONE,,,NA,NA,NA,NA
Kaaleng/Kaikor,samkZKoOfyP,,mWpq607yRXh,Kaaleng/Kaikor,,NA,NA,,NONE,,,NA,NA,NA,NA
Nguku Dispensary,mYCbfDe5PSK,13855,MAZrrKvz7hU,Nguku Dispensary,,NA,NA,,POINT,"[34.36585,-0.80291]",,NA,NA,NA,NA
Kiogogo Dispensary,micBkI1NsDM,20498,LlyKi6c8KbT,Kiogogo Dispensary,Dispensary,NA,NA,,POINT,"[37.83713,-0.5681]",,NA,NA,NA,NA
Mutathini Community Unit,JzLOaCWEEv8,,wuwDByjSR8s,Mutathini CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Quarry VCT Ongata Rongai,pOZa3X08NW3,18527,pp24Rb9gQ9W,Quarry VCT Ongata Rongai,,NA,NA,,POINT,"[36.74792,-1.39404]",,NA,NA,NA,NA
St John Medical Clinic (Kajiado),SpvNtp3NWpT,15644,RHwexebB7PD,St John MC (Kajiado),,NA,NA,,NONE,,,NA,NA,NA,NA
St Augustine Dispensary,Wjuzl9HRrcv,11027,Cqn7anNruE5,St Augustine Dispensary,,NA,NA,,POINT,"[37.01669,-1.09934]",,NA,NA,NA,NA
Bethel Medical Clinic,NHsfMYHcIrw,12882,KJHG9zDp2UR,Bethel Medical Clinic,,NA,NA,,POINT,"[36.86882,-1.27297]",,NA,NA,NA,NA
Soweto West Clinic,GmCycqqUTUQ,,dYniZG1Q7Tk,Soweto West Clinic,Next to Soweto Primary along feeder road to Fly Over,NA,NA,,NONE,,,NA,NA,NA,NA
Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,12919,oFPmL4TCoWb,Dog Unit Disp O.P. Kenya,,NA,NA,,POINT,"[36.77173,-1.32213]",,NA,NA,NA,NA
St Peter Claver R Clinic,mXBZZVk9bmZ,15663,RHwexebB7PD,St Peter Claver R Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Kyangati Community Health Unit,YIyDZsVT7qR,701089,QYvySMTa1jA,Kyangati Community Health Unit,,NA,NA,,NONE,"[38.39376,-0.99364]",,NA,NA,NA,NA
Ingotse Dispensary,YSPee8KLHhq,15902,px3RqXi1FU6,Ingotse Dispensary,,NA,NA,"reopened june 2014
New RCO AND NO PRESENT 2015",POINT,"[34.69788,0.35541]",,NA,NA,NA,NA
Kiandiu Dispensary,Ve6pfTxNEWb,17709,rjPvpKtHTus,Kiandiu Dispensary,,NA,NA,,POINT,"[37.80671,0.13286]",,NA,NA,NA,NA
Diwopa Health Centre,j9ewGdCa9TX,12917,BMzkWPbVOCH,Diwopa Health Centre,Near Naivash Komarock on Spine Road,NA,NA,Operational,POINT,"[36.91425,-1.26945]",,NA,NA,NA,NA
Kathonzweni Catholic Dispensary,Dhk5gm6YfZo,12235,uBWnkt16xIs,Kathonzweni Catholic Disp,,NA,NA,,POINT,"[37.73275,-1.9137]",,NA,NA,NA,NA
Pan Medical Clinic,w6tAmPzaPOa,16089,QDeZMYaTxpd,Pan Paper,,NA,NA,,POINT,"[34.98853,0.6959]",,NA,NA,NA,NA
Kipngchoch  (Rihado)  Medical Clinic,wfMRETmTyF7,14905,oK2KwbL5Dzx,Kipngchoch  (Rihado)  Medical Clinic,,NA,NA,,POINT,"[36.07402,-0.15297]",,NA,NA,NA,NA
Nkararo Health Centre,ZI9lvyYBr5M,15362,jhNc8UIGW4Y,Nkararo Health Centre,,NA,NA,,POINT,"[34.75763,-1.07383]",,NA,NA,NA,NA
School For The Deaf (Machakos),fn8YxpqwMWQ,12728,bSXsHJ4bnCw,School For The Deaf (Machakos),,NA,NA,,POINT,"[37.26137,-1.52017]",,NA,NA,NA,NA
Provide International Clinic (Kayole),hTwFlHkIm0d,13151,ivNrlSMRNra,Provide  Intern. Kayole,,NA,NA,Operational,POINT,"[36.9115,-1.26802]",,NA,NA,NA,NA
Meridian Medical Centre Ongata Rongai,BZqwDT9cbQV,18085,pp24Rb9gQ9W,Meridian Medical Center O,,NA,NA,,POINT,"[36.7533,-1.3963]",,NA,NA,NA,NA
St Lukes Medical Clinic,TiKbG7pXidD,,HEsM6W2ImQR,St Lukes Medical Clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Mulimani Medical Clinic,Ft0LUymaFvf,18451,WU8NRoTwaDK,Mulimani Medical Clinic,,NA,NA,,POINT,"[34.98182,0.72453]",,NA,NA,NA,NA
Gachuiro Community Unit,Jg1ADkaSNO6,,GWyiedUwAyx,Gachuiro C.U,,NA,NA,,NONE,,,NA,NA,NA,NA
Gathuini Community Unit,Wt3NesRZMBy,,GWyiedUwAyx,Gathuini CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Nyumbani Diagnostic Laboratory and Medical Clinic,lzuomR1JMCr,13131,clyAqa9XVNp,Nyumbani Diagnostic Lab,Medical Clinic,NA,NA,,POINT,"[36.69909,-1.31251]",,NA,NA,NA,NA
Kogari Dispensary,xrvRb7BtOct,18268,LlyKi6c8KbT,Kogari Dispensary,,NA,NA,,POINT,"[37.79996,-0.51217]",,NA,NA,NA,NA
Yalatani Community Health Unit,XdSGIRDkJuL,701044,Ve2zZoZ9dvj,Yalatani Community Health Unit,Yalatani Village,NA,NA,Operational,NONE,"[38.032857,-1.173334]",,NA,NA,NA,NA
Dr Oduori,W636tEhhUt9,,KJHG9zDp2UR,Dr Oduori,,NA,NA,,NONE,,,NA,NA,NA,NA
St Mary's Medical Clinic,NEL2urxqE4o,13216,dYniZG1Q7Tk,St. Mary's Medical Clinic,,NA,NA,,POINT,"[36.78365,-1.31197]",,NA,NA,NA,NA
Mituntu Health Centre,Q7lvZqAW3Kn,12536,rjPvpKtHTus,Mituntu Health Centre,,NA,NA,,POINT,#N/A,,NA,NA,NA,NA
Mituntu Community Health Unit,CAS7YVsHNbz,602135,Q7lvZqAW3Kn,Mituntu CHU,Community Unit,NA,NA,,NONE,"[37.67673,0.17353]",,NA,NA,NA,NA
Esther Memorial Nursing Home,eRPHPaOmHQp,14478,wgKfulEq1ZH,Esther Memorial Nursing H,,NA,NA,,POINT,"[36.11773,-0.23076]",,NA,NA,NA,NA
Calvary Medical Clinic,hLfAuC4nfua,17812,uojD9lkbubw,Calvary Medical Clinic,,NA,NA,,POINT,"[36.15003,-0.28505]",,NA,NA,NA,NA
Eshiongo Dispensary,hUDoz9oxecE,15883,rFlaJBkq35x,Eshiongo Dispensary,,NA,NA,,POINT,"[34.69385,0.31418]",,NA,NA,NA,NA
Ngorora Community Health Unit,BIpftAJ35ZM,602291,fUUkvML4uKW,Ngorora CHU,Community Unit,NA,NA,,POINT,"[35.82169,0.67357]",,NA,NA,NA,NA
Karuthi Community Unit,trgR20D6PdP,,GWyiedUwAyx,Karuthi CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Chekalini Health Centre,Ci1bld843vy,15851,WU8NRoTwaDK,Chekalini Health Centre,,NA,NA,The facility is the Lugari Constituency Model Health Centre yet to be gazetted,POINT,"[34.89857,0.61913]",,NA,NA,NA,NA
Kihato Dispensary,pxVEDuzCS0I,14860,ccNXklFrzuP,Kihato Dispensary,,NA,NA,,POINT,"[36.97967,-0.14404]",,NA,NA,NA,NA
Gachui Medical Centre,bUrvl2BcNcx,,jaQjWqSJPAd,Gachui medical centre,,NA,NA,,NONE,,,NA,NA,NA,NA
Madaraka VCT,nXhvPLjelsX,13054,uPv6CYD6np2,Madaraka VCT,,NA,NA,closed in march 2013,POINT,"[36.81896,-1.30823]",,NA,NA,NA,NA
Shiatsala Community Health Unit,XD8P9o3BkjI,600619,Jq3sWm3tMJy,Shiatsala CHU,Community Unit,NA,NA,,NONE,"[34.45262,0.1604]",,NA,NA,NA,NA
Rongai Uzima Medical Clinic,hvTP3rYMb28,15496,pp24Rb9gQ9W,Rongai Uzima Medical Clin,,NA,NA,,POINT,"[36.7559,-1.39607]",,NA,NA,NA,NA
St Johns Health Care,auuA7oJeI1c,15645,RHwexebB7PD,St Johns Health Care,,NA,NA,,POINT,"[36.95786,-1.57598]",,NA,NA,NA,NA
Pioneer medical clinic,iIRuVXLN5Sl,21732,YZAZ1a9MIvX,pioneer medical clinic,,NA,NA,,NONE,,,NA,NA,NA,NA
Mutionjuri Health Centre,NXGzLjdgyVi,12598,rjPvpKtHTus,Mutionjuri Health Centre,,NA,NA,,POINT,#N/A,,NA,NA,NA,NA
Kacopro VCT,a0X9UYnrB8O,,t4Suo8Enc7T,KACOPRO VCT,,NA,NA,,NONE,,,NA,NA,NA,NA
Silanga Community Clinic,JgJ0g4zdpHB,20622,IDtR0R9o2Q4,Silanga Community Clinic,Beyond zero initiative clinics within the Kibera informal settlement,NA,NA,,POINT,"[36.79940,-1.31766]",,NA,NA,NA,NA
Nakitongo Dispensary,Xdwn9Xmhs8H,,be0Y1B0phrY,Nakitongo Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
EURAKA MEDICAL CENTRE,rFq2yUidPbp,22351,OaqOHmb6jNs,EURAKA MEDICAL CENTRE,,NA,NA,,NONE,"[36.899184,-1.292825]",,NA,NA,NA,NA
Itoleka Smartext Medical Services,NU2AfFbhSxY,22918,ENDuWpU74vp,Itoleka Smartext Medical Services,At Itoleka Shopping Centre,NA,NA,,NONE,"[-1.43092,37.93938]",,NA,NA,NA,NA
East Laikipia Dispensary,kkM65PEZPa8,,qZ5JBQj1DxJ,East Laikipia Dispensary,,NA,NA,gok facility,NONE,,,NA,NA,NA,NA
Wei Community Health Unit,klBl7WsM3Ym,601180,TfCypqHv4yJ,Wei CHU,,NA,NA,,POINT,"[36.22146,0.04796]",,NA,NA,NA,NA
Chesinende Community Unit,BCtpBOwjDzf,,ZUf4wJfMjH4,Chesinende Community Unit,,NA,NA,,NONE,,,NA,NA,NA,NA
Afya Bora Medical Clinic (Turkana Central),JaM1GSe7mpQ,14186,v27o9CuZh11,Afya Bora MC (Turkana Cen,Located in Lodwar town,NA,NA,,POINT,"[35.59954,3.11942]",,NA,NA,NA,NA
EMESC Medical Clinic,Gw70BIrQxRa,17184,v27o9CuZh11,EMESC Medical Clinic,Located in Lodwar town,NA,NA,Private,POINT,"[35.60059,3.11988]",,NA,NA,NA,NA
Olympic Community Clinic,rkwnd2ZnWKP,20626,dYniZG1Q7Tk,Olympic Community Clinic,"Inside Olympic primary and secondary school,Kibra, Sarangombe",NA,NA,Beyond zero clinic,NONE,,,NA,NA,NA,NA
St Pery's Medical Clinic,MTdbv434X1d,17392,tZfKaFDQcdW,St.Pery's Medical Clinic,,NA,NA,,POINT,"[36.78255,-1.30726]",,NA,NA,NA,NA
Lonyuduk Dispensary,qk5n3xm9JzV,,WwMThzLSS3I,Lonyuduk Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Nalapatui Dispensary,trt3t7vW4Ax,,WwMThzLSS3I,Nalapatui Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Nawountos Dispensary,usmGMdbZIBB,,WwMThzLSS3I,Nawountos Dispensary,Along Oropoi - Uganda route,NA,NA,,NONE,,,NA,NA,NA,NA
Kihuro Community Unit,b8gAw2fBc47,,GWyiedUwAyx,Kihuro CU,,NA,NA,,NONE,,,NA,NA,NA,NA
Nasinyono Dispensary,H5yR1Oabu9p,,C93goWh2C1d,Nasinyono Dispensary,,NA,NA,,NONE,,,NA,NA,NA,NA
Bethania medical clins,LX3JQ1gaQ3r,,wgKfulEq1ZH,Bethania medical clins,,NA,NA,,NONE,,,NA,NA,NA,NA
