name,uid,code,parent,shortname,description,openingdate,closedate,comment,featuretype,coordinates,url,contactperson,address,email,phonenumber
St Charles Lwanga Health Centre,zjvUyYZscbf,15957,WU8NRoTwaDK,Koromaiti,,,,The facility was registered as a health centre in January 2011,POINT,"[34.88434,0.62801]",,,,,
Marakusi Dispensary,UXaT9AluT2B,16001,QDeZMYaTxpd,Marakusi Dispensary,,,,,POINT,"[34.9523,0.69844]",,,,,
Kigogo Dispensary,MBo4bDJ2ehj,12299,vGpXQ5hFNmS,Kigogo Dispensary,,,,,POINT,"[37.63155,-0.38721]",,,,,
Magenka Dispensary,CI9YUNiNvOM,12443,vGpXQ5hFNmS,Magenka Dispensary,,,,,POINT,"[37.66579,-0.42056]",,,,,
Giatuu Community Unit,i1y1mvHuLvl,,d69tynUHL9A,Giatuu CU,,,,,NONE,,,,,,
Kisama Community Health Unit,RCruvvfWb0r,701096,UwzYXDUJFGj,Kisama Community Health Unit,,,,,NONE,"[38.13924,-0.00688]",,,,,
Emmaus Nursing Home,eTyvnljzhoG,12936,Zmv9YmuisYs,Emmaus Nursing Home,,,,Operational,POINT,"[36.8912,-1.28031]",,,,,
Loco Dispensary,B9XQn7IBaMW,13051,oYFOeehTMK2,Loco Dispensary,,,,,POINT,"[36.87781,-1.27967]",,,,,
Kisii County,sPkRcDvhGWA,26,HfVjCurKxh2,Kisii County,,,,,POLYGON,"[[[[35.0117,-0.8857],[35.0169,-0.895],[34.6732,-0.9781],[34.6398,-0.9715],[34.6161,-0.9017],[34.6343,-0.6656],[34.6538,-0.6095],[34.6821,-0.6055],[34.7085,-0.5633],[34.8569,-0.5061],[34.8856,-0.616],[34.8388,-0.6011],[34.8277,-0.6178],[34.8519,-0.6394],[34.8454,-0.6576],[34.826,-0.6444],[34.8294,-0.6666],[34.7921,-0.6705],[34.794,-0.6912],[34.9447,-0.7763],[35.0117,-0.8857]]]]",,,,,
Ewaso Ngiro Dispensary,wsx3VZHUNTl,14484,MAdyJPs0RUr,Ewaso Ngiro Dispensary,,,,,POINT,"[35.8072,-1.10613]",,,,,
Huruma St Judes,QXiCRrVhPHe,,LlDgh96665K,hURUMA sT. Judes,,,,,NONE,,,,,,
Sunrise City medical Centre,P7OEbclfWtV,20504,tgAB60BL0u9,Sunrise City medical Centre,,,,,POINT,"[36.87645,-1.25657]",,,,,
The Zambezi Hospital Ltd,dk7SVdlm2n1,21281,ZWRytukDvQ7,The Zambezi Hospital Ltd,Along Ole Shapara Avenue,,,,NONE,,,,,,
Lugari Forest Dispensary,QwmMZVZSkRy,15964,QDeZMYaTxpd,Lugari Forest Dispensary,,,,,POINT,"[34.90693,0.66328]",,,,,
Kibiryokwonin Dispensary,OpaZHWAnkl2,17102,PS4XNPha7bO,Kibiryokwonin Dispensary,,,,,POINT,"[35.83048,0.75485]",,,,,
Reliable Medical Health Services,yY6yVoj2IC1,21107,Zmv9YmuisYs,Reliable Medical Health Services,Medical clinic,,,Operational,POINT,,,,,,
St Mary's Dispensary (Lugari),YcdzOTWj8p0,16139,ceveVgwvcc7,St Mary's Disp (Lugari),,,,,POINT,"[34.99994,0.7386]",,,,,
North Star Wellness Centre,teVXsmXLymF,,l7oNy9qaqWe,North Star Alliance,,,,A Mai mahiu Wellness centre,NONE,,,,,,
Gatiruri Dispensary,S9A8ILR4ER4,18453,LlyKi6c8KbT,Gatiruri dispensary,dispensary,,,this is a new dispensary opened on 1st jan 2013,POINT,"[37.6947,-0.51966]",,,,,
Materi Girls Dispensary,giloYiuyI3u,12481,rZ0Io1sU38M,Materi Girls Dispensary,,,,,POINT,"[37.812,-0.19102]",,,,,
Mowlem Diagnostic Medical Centre,CQBWuEw1aSM,20066,rZ0Io1sU38M,Mowlem Diagnostic Medical Centre,Medical clinic,,,,POINT,"[37.87688,-0.2428]",,,,,
Nkwego Dispensary,wdakR0Bw8ce,,vGpXQ5hFNmS,Nkwego Dispensary,,,,,NONE,,,,,,
Kaunes Medical Clinic,sAIlpyU9NCR,,UQd8QPTpVD0,Kaunes Medical Clinic,,,,,NONE,,,,,,
Ngandu Community Unit,NHk4UQWXS2u,,d69tynUHL9A,Ngandu CU,,,,,NONE,,,,,,
Thiu Community Unit,pFbHZtmHajL,,rI6NzfdIMPz,Thiu CU,,,,,NONE,,,,,,
Mwasuma Community Health Unit,Yt5zKCetHac,701093,Hk4RzoagEQy,Mwasuma Community Health Unit,,,,,NONE,"[38.24656,-0.77130]",,,,,
Kitheo Dispensary,OCir4GF9obS,12354,bYsajNCrCgY,Kitheo Dispensary,,,,,POINT,"[37.82409,0.15389]",,,,,
Marani District Hospital,AuletUO24bE,13772,BR5uAoEu5yV,Marani -level  4,,,,,POINT,"[34.79825,-0.57824]",,,,,
Kamara Ward,lkMaj1oAFk0,,QBwORnYdu0e,Kamara Ward,,,,,NONE,,,,,,
Meridian Equator Hospital,D1sJppq7GNI,13109,uPv6CYD6np2,Meridian Equator Hospital,,,,,POINT,"[36.82421,-1.30801]",,,,,
Mukuyu Dispensary,z9FKHisHLl1,16031,ceveVgwvcc7,Mukuyu Dispensary,,,,,POINT,"[34.95742,0.73333]",,,,,
Sirikwa Ward,aGRpaeG5ziX,,QBwORnYdu0e,Sirikwa Ward,,,,,NONE,,,,,,
Mulang'a Community Health Unit,xdUoJSnYRn9,701058,xwHc1kYGQny,Mulang'a Community Health Unit,,,,,NONE,"[38.10691,-1.00906]",,,,,
Maturu Dispensary,ilI3ROaTEuf,16009,nbaDAo4y7cH,Maturu Dispensary,,,,,POINT,"[34.86937,0.60774]",,,,,
Bukokholo Community Unit,M7Rl61zH86z,,IyKvH0rBqjM,Bukokholo Community  Unit,,,,,NONE,,,,,,
Butingo Dispensary,Tns72Eh3EfT,20043,soqBddsWHf5,Butingo Dispensary,,,,,POINT,"[34.63533,0.35586]",,,,,
Bushiri Health Centre,dI28kasf8Jj,15833,px3RqXi1FU6,Bushiri Health Centre,health centre,,,,POINT,"[34.7292,0.36613]",,,,,
Machakos Doctors' Plaza,gP56USU38B0,22080,bSXsHJ4bnCw,Machakos Doctors Plaza,Off Machakos Wote Road at ABC Plaza,,,,NONE,"[37.26526,-1.52510]",,,,,
Tulienge Community Unit,JggJWZtQEy5,700577,v7HmnYuvBcB,Tulienge Community Unit,,,,,NONE,,,,,,
Kikoshep Kenya (Mugumoini),SFJEt1VXzDS,13033,oFPmL4TCoWb,Kikoshep Mugumoini Disp,Medical Clinic,,,It has changed from CBO to NGO this year 2012,POINT,"[36.8171,-1.31645]",,,,,
Uwezo Healthcare HC,CsD951AcXpk,22010,ETN4UDiD5y5,Uwezo Healthcare HC,near kayole 1 county market along spine Rd,,,,NONE,,,,,,
Tena (PCEA) Clinic,rdevuIHtkeW,13236,Zmv9YmuisYs,Tena PCEA Clinic,,,,Operational,POINT,"[36.88967,-1.29227]",,,,,
Selina's Health Care,VDo8ueN5MiE,22855,YMBLUc2euxC,Selina's Health Care,,,,,NONE,"[36.88433833,-1.252606]",,,,,
Kanyangi Dispensary,mmS0wi5panM,,LlyKi6c8KbT,Kanyangi Dispensary,Dispensary,,,,POINT,,,,,,
Rukindu Dispensary,q6yR4FdH5sb,00.3767931  E032743,UQd8QPTpVD0,Rukindu Dispensary,rukindu kaanwa route,,,OPERATIONAL,NONE,,,,,,
Kiria Community Unit,Yx07rOnRp86,,rI6NzfdIMPz,Kiria CU,,,,,NONE,,,,,,
Kamenu ward,A7a1GZJvTGD,,YZAZ1a9MIvX,kamenu ward,,,,,NONE,,,,,,
Mithikwani Community Health Unit,OcrjX6NXtgh,701187,ChDsrcDutpF,Mithikwani CHU,,,,,POINT,"[37.855545,-1.294620]",,,,,
Vitengeni CU,whSfjn3LU5f,,u6txfT5EKDc,Vitengeni CU,,,,,NONE,,,,,,
Kaembeni CU,J4W7MwLOtVS,,hmLJq0fpP3B,Kaembeni CU,,,,,NONE,,,,,,
Avenue Health Care Embakasi,aRaEsl6oN5L,22562,Nt7PPe0Vdou,Avenue Health Care Embakasi,,,,,NONE,"[36.898761,-1.313233]",,,,,
Withare Dispensary,by4cao7Jzol,17889,pxHH7AAkfR6,Withare Dispensary,,,,,POINT,"[36.76578,-0.05027]",,,,,
Limoro Dispensary,SiM1yeeCfGd,12429,UE0iLMx0uAU,Limoro Dispensary,,,,,POINT,"[37.72568,0.23037]",,,,,
Dsc Karen Dispensary (Armed Forces),JzuRNGRkZMJ,13099,clyAqa9XVNp,DSC Karen Disp (MOH),,,,,POINT,"[36.69659,-1.32521]",,,,,
Lwandeti Dispensary,jUfObe1gBho,15981,nbaDAo4y7cH,Lwandeti Dispensary,,,,,POINT,"[34.82932,0.60574]",,,,,
Ndeya Medical Clinic Magut,lOr31ncb7j7,21778,WU8NRoTwaDK,Ndeya Medical Clinic Magut,A private owned out patient Clinic.,,,,NONE,,,,,,
Pona Medical Clinic,PB5uVruV5Fk,17851,p8bUOZBUz0i,Pona Medical Clinic,Private Medical Clinic,,,,POINT,"[34.49015,0.20588]",,,,,
African Divine Church-Org.,rHLBktmIJak,,tsmsPb6qMFa,African Divine Church-Org.,,,,,NONE,,,,,,
Medicare Clinic,kiSV5dgLWof,13083,KJHG9zDp2UR,Medicare Clinic,,,,,POINT,"[36.821,-1.2852]",,,,,
Kiptororo Ward,ZHKOkipqYxf,,QBwORnYdu0e,Kiptororo Ward,,,,,NONE,,,,,,
Kiamaina Ward,wgKfulEq1ZH,,nwh9bXKykiS,Kiamaina Ward,,,,,NONE,,,,,,
St Monica Medical Clinic (Dundori),kEJTDWFnoZd,15659,uojD9lkbubw,St Monica MC (Dundori),,,,,POINT,"[36.1655,-0.28159]",,,,,
Ematiha Dispensary,FGkaUMhNlgb,16867,px3RqXi1FU6,Ematihia Dispensary,dispensary,,,,POINT,"[34.76605,0.36153]",,,,,
Sosoma/Mwanzele Community Health Unit,ZRQ2izPgaZF,701091,Hno26BY1FHK,Sosoma/Mwanzele Community Health Unit,,,,,NONE,"[38.55184,-0.86087]",,,,,
Matumbei  Ward,ds38yFIWSBY,,PsjxYLsJSIp,Matumbei  Ward,,,,,NONE,,,,,,
Healthway Medical Clinic,iN5SsRz5F8X,14544,pp24Rb9gQ9W,Healthway Medical Clinic,,,,,POINT,"[36.7523,-1.38778]",,,,,
Oloolua Ward,lOwKD7xB3OE,,xvmwT1IuPuK,Oloolua Ward,,,,,NONE,,,,,,
Kaaleng/Kaikor,samkZKoOfyP,,mWpq607yRXh,Kaaleng/Kaikor,,,,,NONE,,,,,,
Nguku Dispensary,mYCbfDe5PSK,13855,MAZrrKvz7hU,Nguku Dispensary,,,,,POINT,"[34.36585,-0.80291]",,,,,
Kiogogo Dispensary,micBkI1NsDM,20498,LlyKi6c8KbT,Kiogogo Dispensary,Dispensary,,,,POINT,"[37.83713,-0.5681]",,,,,
Mutathini Community Unit,JzLOaCWEEv8,,wuwDByjSR8s,Mutathini CU,,,,,NONE,,,,,,
Quarry VCT Ongata Rongai,pOZa3X08NW3,18527,pp24Rb9gQ9W,Quarry VCT Ongata Rongai,,,,,POINT,"[36.74792,-1.39404]",,,,,
St John Medical Clinic (Kajiado),SpvNtp3NWpT,15644,RHwexebB7PD,St John MC (Kajiado),,,,,NONE,,,,,,
St Augustine Dispensary,Wjuzl9HRrcv,11027,Cqn7anNruE5,St Augustine Dispensary,,,,,POINT,"[37.01669,-1.09934]",,,,,
Bethel Medical Clinic,NHsfMYHcIrw,12882,KJHG9zDp2UR,Bethel Medical Clinic,,,,,POINT,"[36.86882,-1.27297]",,,,,
Soweto West Clinic,GmCycqqUTUQ,,dYniZG1Q7Tk,Soweto West Clinic,Next to Soweto Primary along feeder road to Fly Over,,,,NONE,,,,,,
Dog Unit Dispensary (O P Kenya Police),g8HWDfoqKdZ,12919,oFPmL4TCoWb,Dog Unit Disp O.P. Kenya,,,,,POINT,"[36.77173,-1.32213]",,,,,
St Peter Claver R Clinic,mXBZZVk9bmZ,15663,RHwexebB7PD,St Peter Claver R Clinic,,,,,NONE,,,,,,
Kyangati Community Health Unit,YIyDZsVT7qR,701089,QYvySMTa1jA,Kyangati Community Health Unit,,,,,NONE,"[38.39376,-0.99364]",,,,,
Ingotse Dispensary,YSPee8KLHhq,15902,px3RqXi1FU6,Ingotse Dispensary,,,,"reopened june 2014
New RCO AND NO PRESENT 2015",POINT,"[34.69788,0.35541]",,,,,
Kiandiu Dispensary,Ve6pfTxNEWb,17709,rjPvpKtHTus,Kiandiu Dispensary,,,,,POINT,"[37.80671,0.13286]",,,,,
Diwopa Health Centre,j9ewGdCa9TX,12917,BMzkWPbVOCH,Diwopa Health Centre,Near Naivash Komarock on Spine Road,,,Operational,POINT,"[36.91425,-1.26945]",,,,,
Kathonzweni Catholic Dispensary,Dhk5gm6YfZo,12235,uBWnkt16xIs,Kathonzweni Catholic Disp,,,,,POINT,"[37.73275,-1.9137]",,,,,
Pan Medical Clinic,w6tAmPzaPOa,16089,QDeZMYaTxpd,Pan Paper,,,,,POINT,"[34.98853,0.6959]",,,,,
Kipngchoch  (Rihado)  Medical Clinic,wfMRETmTyF7,14905,oK2KwbL5Dzx,Kipngchoch  (Rihado)  Medical Clinic,,,,,POINT,"[36.07402,-0.15297]",,,,,
Nkararo Health Centre,ZI9lvyYBr5M,15362,jhNc8UIGW4Y,Nkararo Health Centre,,,,,POINT,"[34.75763,-1.07383]",,,,,
School For The Deaf (Machakos),fn8YxpqwMWQ,12728,bSXsHJ4bnCw,School For The Deaf (Machakos),,,,,POINT,"[37.26137,-1.52017]",,,,,
Provide International Clinic (Kayole),hTwFlHkIm0d,13151,ivNrlSMRNra,Provide  Intern. Kayole,,,,Operational,POINT,"[36.9115,-1.26802]",,,,,
Meridian Medical Centre Ongata Rongai,BZqwDT9cbQV,18085,pp24Rb9gQ9W,Meridian Medical Center O,,,,,POINT,"[36.7533,-1.3963]",,,,,
St Lukes Medical Clinic,TiKbG7pXidD,,HEsM6W2ImQR,St Lukes Medical Clinic,,,,,NONE,,,,,,
Mulimani Medical Clinic,Ft0LUymaFvf,18451,WU8NRoTwaDK,Mulimani Medical Clinic,,,,,POINT,"[34.98182,0.72453]",,,,,
Gachuiro Community Unit,Jg1ADkaSNO6,,GWyiedUwAyx,Gachuiro C.U,,,,,NONE,,,,,,
Gathuini Community Unit,Wt3NesRZMBy,,GWyiedUwAyx,Gathuini CU,,,,,NONE,,,,,,
Nyumbani Diagnostic Laboratory and Medical Clinic,lzuomR1JMCr,13131,clyAqa9XVNp,Nyumbani Diagnostic Lab,Medical Clinic,,,,POINT,"[36.69909,-1.31251]",,,,,
Kogari Dispensary,xrvRb7BtOct,18268,LlyKi6c8KbT,Kogari Dispensary,,,,,POINT,"[37.79996,-0.51217]",,,,,
Yalatani Community Health Unit,XdSGIRDkJuL,701044,Ve2zZoZ9dvj,Yalatani Community Health Unit,Yalatani Village,,,Operational,NONE,"[38.032857,-1.173334]",,,,,
Dr Oduori,W636tEhhUt9,,KJHG9zDp2UR,Dr Oduori,,,,,NONE,,,,,,
St Mary's Medical Clinic,NEL2urxqE4o,13216,dYniZG1Q7Tk,St. Mary's Medical Clinic,,,,,POINT,"[36.78365,-1.31197]",,,,,
Mituntu Health Centre,Q7lvZqAW3Kn,12536,rjPvpKtHTus,Mituntu Health Centre,,,,,POINT,#N/A,,,,,
Mituntu Community Health Unit,CAS7YVsHNbz,602135,Q7lvZqAW3Kn,Mituntu CHU,Community Unit,,,,NONE,"[37.67673,0.17353]",,,,,
Esther Memorial Nursing Home,eRPHPaOmHQp,14478,wgKfulEq1ZH,Esther Memorial Nursing H,,,,,POINT,"[36.11773,-0.23076]",,,,,
Calvary Medical Clinic,hLfAuC4nfua,17812,uojD9lkbubw,Calvary Medical Clinic,,,,,POINT,"[36.15003,-0.28505]",,,,,
Eshiongo Dispensary,hUDoz9oxecE,15883,rFlaJBkq35x,Eshiongo Dispensary,,,,,POINT,"[34.69385,0.31418]",,,,,
Ngorora Community Health Unit,BIpftAJ35ZM,602291,fUUkvML4uKW,Ngorora CHU,Community Unit,,,,POINT,"[35.82169,0.67357]",,,,,
Karuthi Community Unit,trgR20D6PdP,,GWyiedUwAyx,Karuthi CU,,,,,NONE,,,,,,
Chekalini Health Centre,Ci1bld843vy,15851,WU8NRoTwaDK,Chekalini Health Centre,,,,The facility is the Lugari Constituency Model Health Centre yet to be gazetted,POINT,"[34.89857,0.61913]",,,,,
Kihato Dispensary,pxVEDuzCS0I,14860,ccNXklFrzuP,Kihato Dispensary,,,,,POINT,"[36.97967,-0.14404]",,,,,
Gachui Medical Centre,bUrvl2BcNcx,,jaQjWqSJPAd,Gachui medical centre,,,,,NONE,,,,,,
Madaraka VCT,nXhvPLjelsX,13054,uPv6CYD6np2,Madaraka VCT,,,,closed in march 2013,POINT,"[36.81896,-1.30823]",,,,,
Shiatsala Community Health Unit,XD8P9o3BkjI,600619,Jq3sWm3tMJy,Shiatsala CHU,Community Unit,,,,NONE,"[34.45262,0.1604]",,,,,
Rongai Uzima Medical Clinic,hvTP3rYMb28,15496,pp24Rb9gQ9W,Rongai Uzima Medical Clin,,,,,POINT,"[36.7559,-1.39607]",,,,,
St Johns Health Care,auuA7oJeI1c,15645,RHwexebB7PD,St Johns Health Care,,,,,POINT,"[36.95786,-1.57598]",,,,,
Pioneer medical clinic,iIRuVXLN5Sl,21732,YZAZ1a9MIvX,pioneer medical clinic,,,,,NONE,,,,,,
Mutionjuri Health Centre,NXGzLjdgyVi,12598,rjPvpKtHTus,Mutionjuri Health Centre,,,,,POINT,#N/A,,,,,
Kacopro VCT,a0X9UYnrB8O,,t4Suo8Enc7T,KACOPRO VCT,,,,,NONE,,,,,,
Silanga Community Clinic,JgJ0g4zdpHB,20622,IDtR0R9o2Q4,Silanga Community Clinic,Beyond zero initiative clinics within the Kibera informal settlement,,,,POINT,"[36.79940,-1.31766]",,,,,
Nakitongo Dispensary,Xdwn9Xmhs8H,,be0Y1B0phrY,Nakitongo Dispensary,,,,,NONE,,,,,,
EURAKA MEDICAL CENTRE,rFq2yUidPbp,22351,OaqOHmb6jNs,EURAKA MEDICAL CENTRE,,,,,NONE,"[36.899184,-1.292825]",,,,,
Itoleka Smartext Medical Services,NU2AfFbhSxY,22918,ENDuWpU74vp,Itoleka Smartext Medical Services,At Itoleka Shopping Centre,,,,NONE,"[-1.43092,37.93938]",,,,,
East Laikipia Dispensary,kkM65PEZPa8,,qZ5JBQj1DxJ,East Laikipia Dispensary,,,,gok facility,NONE,,,,,,
Wei Community Health Unit,klBl7WsM3Ym,601180,TfCypqHv4yJ,Wei CHU,,,,,POINT,"[36.22146,0.04796]",,,,,
Chesinende Community Unit,BCtpBOwjDzf,,ZUf4wJfMjH4,Chesinende Community Unit,,,,,NONE,,,,,,
Afya Bora Medical Clinic (Turkana Central),JaM1GSe7mpQ,14186,v27o9CuZh11,Afya Bora MC (Turkana Cen,Located in Lodwar town,,,,POINT,"[35.59954,3.11942]",,,,,
EMESC Medical Clinic,Gw70BIrQxRa,17184,v27o9CuZh11,EMESC Medical Clinic,Located in Lodwar town,,,Private,POINT,"[35.60059,3.11988]",,,,,
Olympic Community Clinic,rkwnd2ZnWKP,20626,dYniZG1Q7Tk,Olympic Community Clinic,"Inside Olympic primary and secondary school,Kibra, Sarangombe",,,Beyond zero clinic,NONE,,,,,,
St Pery's Medical Clinic,MTdbv434X1d,17392,tZfKaFDQcdW,St.Pery's Medical Clinic,,,,,POINT,"[36.78255,-1.30726]",,,,,
Lonyuduk Dispensary,qk5n3xm9JzV,,WwMThzLSS3I,Lonyuduk Dispensary,,,,,NONE,,,,,,
Nalapatui Dispensary,trt3t7vW4Ax,,WwMThzLSS3I,Nalapatui Dispensary,,,,,NONE,,,,,,
Nawountos Dispensary,usmGMdbZIBB,,WwMThzLSS3I,Nawountos Dispensary,Along Oropoi - Uganda route,,,,NONE,,,,,,
Kihuro Community Unit,b8gAw2fBc47,,GWyiedUwAyx,Kihuro CU,,,,,NONE,,,,,,
Nasinyono Dispensary,H5yR1Oabu9p,,C93goWh2C1d,Nasinyono Dispensary,,,,,NONE,,,,,,
Bethania medical clins,LX3JQ1gaQ3r,,wgKfulEq1ZH,Bethania medical clins,,,,,NONE,,,,,,
Oldanyati Health Centre,sLYMLeCdZ1X,15390,mq1FEx5vQZ4,Oldanyati Dispensary,,,,,POINT,"[34.69501,-1.07465]",,,,,
Medlink medical centre,A7Pli7Qp7pg,,RZsWJRZ4mIG,Medlink medical centre,Medical centre,,,,NONE,,,,,,
Wumiisyo Medical Clinic,IHp4QCtamaB,18203,uBWnkt16xIs,Wumiisyo Med Clinic,,,,,POINT,"[37.76946,-2.00753]",,,,,
Kaemeyen Dispensary,EjqsJvv1BNG,,be0Y1B0phrY,Kaemeyen Dispensary,,,,,NONE,,,,,,
Ngoo Community Health Unit,bm7GyCgrP4d,701062,jlYRcE9fKDy,Ngoo Community Health Unit,,,,,NONE,"[38.18960,-1.04459]",,,,,
Manza Dispensary,YmMAskZVQdw,20269,Jcz6ykVTJxT,Manza Dispensary,,,,,NONE,,,,,,
The Co-Operative University College of Kenya Dispensary,gu7JA8KMQCk,18304,clyAqa9XVNp,The Co-operative University College of Kenya,Dispensary,,,,POINT,"[36.72909,-1.36643]",,,,,
NKARINI DISPENSARY,E5AsTnoBvoP,21830,rZ0Io1sU38M,NKARINI,NKARINI MARKET,,,,NONE,,,,,,
Tunyai Dispensary,eDZupn6owH8,12813,rZ0Io1sU38M,Tunyai Dispensary,,,,,POINT,"[37.85778,-0.18568]",,,,,
Majengo (PCEA) Clinic,ykFfauHB7EY,12448,GjGpfHjSGbO,Majengo (PCEA) Clinic,,,,,POINT,"[37.4546,-0.54061]",,,,,
Alaro Community Dispensary,Gog3n7bmfjm,22533,DbwgMpyBfwd,Alaro Community Dispensary,,,,,NONE,"[34.5332129,-0.4191486]",,,,,
Koromaiti Community Dispensary,BBix5kzk7EG,21777,WU8NRoTwaDK,Koromaiti Community Dispensary,A GOK owned out patient facility.,,,,NONE,,,,,,
Lumani Dispensary,r8z0MeOdroa,15970,T7ArssRHW3p,Lumani Dispensary,,,,,POINT,"[34.72177,0.4904]",,,,,
GITURA DISPNSARY,S1wCQfiVuTd,22847,JwFjLbUSxbO,GITURA,,,,,NONE,,,,,,
Marist International University College Medical Clinic,k7Zqd5nlBP8,20089,clyAqa9XVNp,Marist Clinic,,,,,POINT,"[36.72812,-1.34268]",,,,,
Kaalem Dispensary,qQX5gGwYSlY,20184,samkZKoOfyP,Kaalem Dispensary,,,,,POINT,"[35.67673,4.32244]",,,,,
Blessed Medicare Centre,TcVWlqA9LAf,21903,A1sIHVzJM77,Blessed Medicare Centre,,,,,NONE,,,,,,
Akicha Medical Services,IVsuBIrIGgI,18764,v27o9CuZh11,Akicha Medical Clinic,Private medical clinic,,,"Situated along Kanamekemer- Norad Road, Lodwar Town",POINT,"[35.60969,3.10973]",,,,,
Chieni Community Unit,osOiNMAu7zo,,chpI9P5qCVq,Chieni CU,,,,,NONE,,,,,,
Family Care Medical Centre (Phoenix),gyvG1OyFH07,13140,KJHG9zDp2UR,Phoenix (FHOK) Clinic,,,,,POINT,"[36.82136,-1.28567]",,,,,
Alakara Medical Clinic,uSRfk7Z51Fp,14195,U3CWX2tDcnG,Alakara Medical Clinic,,,,Not functional.,POINT,"[34.3986,4.24126]",,,,,
Nairobi Central Ward,Od7ejMsB4R5,,KJHG9zDp2UR,Nairobi Central Ward,,,,,NONE,,,,,,
Kenlands Health services,HUtlR545c8B,,wgKfulEq1ZH,Kenlands Health services,,,,,NONE,,,,,,
Kihia Medical Clinic,t0rqxvKvx9M,14861,wgKfulEq1ZH,Kihia Medical Clinic,,,,,POINT,"[36.11323,-0.24217]",,,,,
Great Comm Medical Clinic,EQrX5OjiAns,14537,Ff1CJ0oXLRy,Great Comm Medical Clinic,,,,,POINT,"[36.23435,-0.25678]",,,,,
Namirama Dispensary,NaNOAO9vdQF,17178,ddOJaw1OQwA,Namirama Dispensary,dispensary,,,,POINT,"[34.75971500,0.26407850]",,,,,
Butere Beyond zero mobile clinic,EeUgXAsqcri,21030,p8bUOZBUz0i,Butere Beyond zero mobile clinic,,,,,NONE,,,,,,
Mount Olive Sinai Hospital,ZFHzmizVuxy,15581,RZsWJRZ4mIG,Mount Olive Sinai Hospital,,,,,POINT,"[36.7559,-1.39607]",,,,,
Dr Kibe Medical Clinic,sbiS9JSYOHo,14412,U3CWX2tDcnG,Dr Kibe Medical Clinic,,,,Not functional.,POINT,"[34.3986,4.24126]",,,,,
Jego Community Health Unit,srKiXRlw5Dc,602754,dcM4sXObsyP,Jego CHU,Cu,,,,POINT,"[39.0764,-4.35192]",,,,,
Jehova Shalom Medical Clinic Lodwar,KmIqQEgE4oo,,v27o9CuZh11,Jehova Shalom Medical Clinic Lodwar,Located in Lodwar Town CBD,,,,POINT,"[35.59634,3.11827]",,,,,
Kathoka Community Health Unit,Tbz324oiPZ6,701055,z2B4JGxlVsg,Kathoka Community Health Unit,,,,,NONE,"[38.01712,-0.85442]",,,,,
Kalisasi Community Health Unit,ymTugF5hb0h,701040,mhju90CRZcr,Kalisasi Community Health Unit,,,,Operatuonal,NONE,"[38.07142,-0.96469]",,,,,
Kahiga Community Unit,duFlJeBYglY,,xziIZlvxiIS,Kahiga CU,,,,,NONE,,,,,,
Flack Clinic,y2D77QiEn2W,12943,KJHG9zDp2UR,Flack Clinic,,,,,POINT,"[36.8499,-1.2956]",,,,,
Menegai Medical Clinic,sUeW1YpsFL9,17025,wgKfulEq1ZH,Menegai Medical Clinic,,,,,POINT,"[36.10501,-0.26638]",,,,,
Rapha Makueni Nursing Home,LmBHWxodfI7,21676,MGxM50hGFBS,Rhapha Nursing Home,Both out patient and in patient services,,,,NONE,,,,,,
Uturini Community Dispensary,DT7OXOGdClQ,20338,rZ0Io1sU38M,Uturini Community Dispensary,,,,Operational,POINT,"[37.96435,-0.38644]",,,,,
Marimanti Med Clinic,KGUcjiB9E6m,17658,IcAegRcGuV6,Marimanti Med Clinic,,,,,POINT,"[37.9785,-0.1568]",,,,,
Kinango Sub County,LOgbecTRkbp,304,N7YETT3A9r1,Kinango,,,,,POLYGON,"[[[[39.5852,-4.0722],[39.5202,-4.0682],[39.5165,-4.0982],[39.4603,-4.1119],[39.4221,-4.1503],[39.3828,-4.1617],[39.3836,-4.1396],[39.3114,-4.1458],[39.2973,-4.2223],[39.2708,-4.2345],[39.2386,-4.225],[39.1711,-4.3209],[39.1434,-4.3089],[39.1384,-4.2548],[39.119,-4.2267],[39.0896,-4.222],[39.093,-4.1913],[39.0713,-4.2064],[39.0566,-4.1917],[39.035,-4.2218],[39.0048,-4.2083],[38.9521,-4.2208],[38.7694,-4.025],[38.9513,-3.9565],[39.0346,-3.7584],[38.9381,-3.7],[38.9545,-3.6716],[38.9715,-3.64],[39.0613,-3.688],[39.0966,-3.5661],[39.3238,-3.5582],[39.3545,-3.5945],[39.3531,-3.6934],[39.3652,-3.7244],[39.3976,-3.7321],[39.3942,-3.7721],[39.3873,-3.8023],[39.4241,-3.8147],[39.5271,-3.9084],[39.5558,-3.9582],[39.5462,-3.9813],[39.5794,-3.9873],[39.5869,-4.0507],[39.5663,-4.0257],[39.559,-4.0418],[39.5685,-4.0263],[39.579,-4.0324],[39.5666,-4.0484],[39.5852,-4.0722]]]]",,,,,
Majengo Dispensary,lbpwWBn36iE,15988,F2TBdrJClsv,Majengo Dispensary,,,,,POINT,"[34.9983,0.65113]",,,,,
Munyuki Dispensary,lUeBChLhZoD,16046,F2TBdrJClsv,Munyuki Dispensary,,,,,POINT,"[34.93926,0.63492]",,,,,
Kyondoni Community Health Unit,EZC2LkOXIk2,701182,km06lXUQMHh,Kyondoni CHU,,,,,NONE,"[37.942879,-1.202642]",,,,,
